id,price
0,962.6025
1,6637.684566666667
2,809.1803333333332
3,1837.8559761904758
4,967.0712666666666
5,786.9238666666668
6,2550.364833333333
7,14631.097
8,7448.968733333331
9,5475.661516666667
10,1090.3344761904762
11,612.9455000000002
12,828.5396833333332
13,5405.575416666667
14,1942.831814285714
15,2811.146
16,631.5662833333333
17,3781.39645
18,1123.678092063492
19,766.2020666666666
20,1632.5768785714283
21,442.1606666666666
22,2532.663433333333
23,500.886
24,5303.361825000001
25,507.7534777777777
26,3090.6515476190493
27,1000.3805190476189
28,1451.27835
29,741.4013166666665
30,974.0933023809523
31,3691.37525
32,538.7036583333334
33,6500.4515
34,566.2506833333331
35,2562.5905
36,3732.8062666666656
37,4893.576921428571
38,1808.5949999999998
39,2433.046
40,1102.5670142857143
41,1431.1691
42,11883.3748
43,899.5993023809525
44,3685.1214285714286
45,5107.81225
46,10957.750266666668
47,852.2279534632032
48,4632.365599999999
49,4128.894133333333
50,977.1272833333336
51,3181.504
52,1038.0869793650793
53,1964.0764166666665
54,1218.493
55,484.70689285714286
56,568.4161499999998
57,819.5962333333333
58,1942.831814285714
59,3025.711
60,1914.866
61,831.8296666666666
62,4107.299
63,655.4228833333334
64,1147.0685476190472
65,3403.6826666666666
66,1871.5356666666667
67,487.58866666666665
68,554.6140071428571
69,12184.7827
70,5433.638099999999
71,2832.375
72,666.999488888889
73,4733.75525
74,1781.7071738095244
75,3972.4275333333335
76,3567.308
77,9478.5
78,1744.4827619047614
79,3950.672488095238
80,2740.8507999999997
81,6304.666333333334
82,1841.2969928571429
83,3378.623999999999
84,15915.461466666671
85,2630.4441
86,10876.477250000002
87,1386.611
88,4504.239708730161
89,960.6554119047621
90,5863.886
91,518.3949702380953
92,1591.9446833333332
93,3856.1245
94,15504.669
95,2542.10875
96,6179.183666666667
97,1238.797
98,560.2183333333332
99,807.387209523809
100,10814.384907142858
101,12309.851233333335
102,800.9075857142855
103,7226.711297619045
104,16557.216650000002
105,5127.2449166666665
106,3151.8120000000004
107,6540.181
108,751.9717321428574
109,10861.306757142858
110,3337.2197666666657
111,585.375
112,1025.2453333333333
113,2254.04595
114,4548.913666666666
115,862.5684333333335
116,10345.289664285718
117,6353.627166666667
118,4400.042826190476
119,13917.748125000002
120,1883.3183285714283
121,723.3619264735264
122,3447.586
123,786.5885261904763
124,620.6200928571432
125,2526.953
126,722.2620833333332
127,5084.644
128,493.574
129,10164.96475
130,905.2934547619045
131,870.7483214285712
132,514.6989
133,7706.97425
134,1409.1879833333335
135,4923.116133333333
136,647.7615488095239
137,995.35
138,5512.597833333334
139,6035.193133333333
140,6479.3539
141,7135.546
142,3223.6188333333334
143,4903.176514285715
144,991.6560666666668
145,830.7329666666665
146,14358.408133333332
147,8139.211799999998
148,13636.075116666667
149,1650.1051333333332
150,656.4728216200476
151,4564.155347619048
152,5273.2121499999985
153,4018.7133333333336
154,10198.850104761907
155,1790.362989285714
156,4088.7244
157,720.7904666666667
158,7308.7372
159,4328.014995238094
160,1439.986
161,1699.9372833333337
162,546.0399499999999
163,436.4033333333333
164,4959.504666666667
165,494.5959142857142
166,13946.737934523811
167,13873.818166666666
168,4050.9534666666664
169,1637.7924333333335
170,4325.2045
171,1061.4966642857148
172,853.6421666666668
173,1940.053
174,803.291233333333
175,8825.30305
176,1395.32
177,635.4185
178,561.6938333333334
179,2409.6665
180,4901.96937142857
181,6362.408666666667
182,16215.990716666674
183,677.2205416666663
184,6658.822166666667
185,7511.243333333333
186,1343.853
187,1686.5444833333336
188,621.4716690476189
189,4920.939685714286
190,5689.5579333333335
191,2063.414
192,2860.1907
193,3122.945866666667
194,1610.8044238095245
195,7418.71725
196,807.5473964285716
197,464.6730333333333
198,7152.072
199,4544.113266666665
200,979.2268952380955
201,12846.08275
202,16597.091916666664
203,1810.1457785714285
204,8063.358416666667
205,3403.4733333333334
206,836.3825738095236
207,867.1092333333333
208,3501.1217
209,6408.896
210,7105.202
211,11403.103
212,8063.18075
213,15892.154333333332
214,1114.7982261904765
215,2073.363
216,4385.083664285714
217,4389.912378571428
218,3116.178571428571
219,8121.932216666667
220,437.0926666666667
221,1873.4395
222,4760.591
223,4434.056071428573
224,5745.3075
225,693.9223666666664
226,6178.825916666663
227,5015.156323809524
228,366.84895238095237
229,3633.920571428572
230,3984.4002142857134
231,968.2235666666667
232,2802.0056666666665
233,764.835
234,6939.528833333333
235,4133.368395238095
236,14486.712316666666
237,14026.203300000001
238,1371.10175
239,2262.154
240,1254.8557333333335
241,1084.3953333333332
242,7817.344683333333
243,8021.967442857143
244,653.9629999999999
245,2494.701
246,2572.7925333333337
247,6752.673616666668
248,4384.255
249,551.3765583333333
250,2025.452266666667
251,10308.517
252,2188.9015
253,5092.836
254,2485.331
255,6184.055
256,8820.9253
257,3956.0069166666667
258,703.2801857142858
259,8645.363683333333
260,3689.883357142857
261,5723.779
262,5188.339290476192
263,3560.326
264,544.1830309523808
265,12061.832033333334
266,674.3380880952382
267,9001.9296
268,3978.990333333333
269,1070.8793119047618
270,4468.031
271,504.218
272,2642.575
273,2228.9459666666667
274,2779.6789499999995
275,1356.78
276,2429.5635
277,1979.5616277777783
278,2358.009
279,4153.5949404761905
280,930.1331190476188
281,2632.5375
282,882.6557809523808
283,6514.008914285714
284,6896.443433333335
285,7541.2902642857125
286,1111.2919404761908
287,4833.205
288,1838.9829595238098
289,1159.651419047619
290,893.1940000000001
291,1878.5102749999996
292,471.4903
293,1958.2809285714286
294,2701.149833333333
295,10619.418233333334
296,1153.3496809523808
297,12323.943685714286
298,1676.8998190476193
299,2428.3437380952378
300,998.4324571428572
301,3922.063933333333
302,712.2618500000001
303,871.9893333333332
304,885.90225
305,9920.507130952381
306,3580.601773809523
307,992.6955000000002
308,6033.55
309,3529.3796999999995
310,6483.415933333334
311,884.8442
312,1190.1895
313,14390.288285714285
314,1012.365
315,10080.065585714286
316,2944.4297142857145
317,1372.3790833333333
318,691.1928261904764
319,11226.57115
320,1273.74855
321,970.0307142857142
322,8387.550485714286
323,8477.108126190476
324,583.1261333333334
325,12031.3811
326,10805.867216666666
327,912.32345
328,9635.248099999999
329,3207.251
330,696.0023499999999
331,4136.33685
332,482.06228809523816
333,4396.953699999999
334,588.124819047619
335,1117.5839666666668
336,14911.020666666665
337,11217.849
338,695.295
339,618.599
340,1034.5431404761903
341,684.152
342,582.308
343,3250.3517333333334
344,648.0065999999999
345,6969.83
346,5597.642454761904
347,775.1785
348,2516.0356
349,7873.008
350,1752.6677801587305
